hour,ElImp
0,0.1637435521368783
1,0.14427159234411083
2,0.14579536486175787
3,0.14627943775261462
4,0.14880971359727427
5,0.16039159567085093
6,0.22688438864681493
7,0.27204596566432515
8,0.3588808252552052
9,0.3718927729200813
10,0.3848462964056452
11,0.3968781664644632
12,0.38642019922757237
13,0.37391399521669216
14,0.3655579867105414
15,0.36131154717933395
16,0.34570470946932763
17,0.33638804302902453
18,0.30299992771237716
19,0.29067762519016593
20,0.2747645910673111
21,0.250410342596359
22,0.2335401837007728
23,0.22089231363942288
