Header_line;17
location;Oslo Norway
year_of_construction;1979
floor_area;8631
number_of_users;400
building_category;Sch
energy_label;B
dhw_heat_source;EB
sh_heat_source;ASHP, EB
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;8138

;Electricity import;Electricity use;Weather variable;Weather variable;Weather variable;Weather variable;Weather variable
;Wh;Wh;C;W/m2;m/s;deg;%
;Electricity imported ;Electricity for electric boiler;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Relative Humidity
TimeStamp;ElImp;ElBoil;Tout;SolGlob;WindSpd;WindDir;RH
2017-01-05T02:00:00+0100;162800.0;62800.0;-7.182531738281227;1.612210365209421e-14;3.257722;17.781034;0.7317993
2017-01-05T03:00:00+0100;170400.0;64400.00000000001;-7.755773925781227;1.6129998571380432e-14;3.6971383;21.206436;0.72091883
2017-01-05T04:00:00+0100;172800.0;66800.0;-8.236639404296852;1.6137893490666657e-14;2.9162714;12.286212;0.7376412
2017-01-05T05:00:00+0100;189200.0;67200.0;-8.813452148437477;1.6129940747264567e-14;2.303277;10.941;0.7343604
2017-01-05T06:00:00+0100;185600.0;75600.0;-9.292547607421852;1.612210365209421e-14;1.2923572;342.66367;0.7363604
2017-01-05T07:00:00+0100;218400.0;102400.0;-9.811926269531227;-9.677992974922569e-14;1.2675612;266.64185;0.78402835
2017-01-05T08:00:00+0100;282000.0;136000.0;-10.339483642578102;0.0;0.825378;290.02945;0.8089762
2017-01-05T09:00:00+0100;282800.0;128800.0;-10.576818847656227;7.955555555555556;0.35485625;81.73389;0.85453933
2017-01-05T10:00:00+0100;275200.0;125200.0;-10.803137207031227;54.64;0.5158155;347.1343;0.8071915
2017-01-05T11:00:00+0100;268400.0;122400.0;-10.094122314453102;93.83111111111111;0.46229553;101.402885;0.77345556
2017-01-05T12:00:00+0100;255200.0;117200.0;-9.299261474609352;104.19555555555556;1.0926783;101.34122;0.68898314
2017-01-05T13:00:00+0100;266800.0;116800.0;-8.304205322265602;84.60444444444444;0.88745093;110.23304;0.64396983
2017-01-05T14:00:00+0100;251200.0;111200.0;-7.389654541015602;42.02666666666666;0.86930406;112.85055;0.6289248
2017-01-05T15:00:00+0100;226400.0;80400.0;-7.613745117187477;2.5244444444444443;0.653512;138.03488;0.65886235
2017-01-05T16:00:00+0100;214400.0;72400.0;-8.349096679687477;0.0;0.599531;21.678316;0.6881282
2017-01-05T17:00:00+0100;210800.0;70800.0;-9.071600341796852;0.0;0.8004804;0.30360848;0.76527673
2017-01-05T18:00:00+0100;216000.0;74000.0;-9.698919677734352;0.0;0.7587215;157.1011;0.8498718
2017-01-05T19:00:00+0100;207600.0;75600.0;-9.873419189453102;0.0;1.1764933;163.10854;0.84003013
2017-01-05T20:00:00+0100;205200.0;73200.0;-9.888555908203102;0.0;1.7255969;153.73251;0.88003933
2017-01-05T21:00:00+0100;201600.0;75600.0;-9.291021728515602;1.6335266472822243e-14;1.7058523;149.88174;0.8897292
2017-01-05T22:00:00+0100;192400.0;74400.0;-8.985632324218727;1.634316524704952e-14;1.5399321;126.434395;0.96053094
2017-01-05T23:00:00+0100;180400.0;74400.0;-8.924749755859352;1.6327309874479094e-14;1.98873;137.38797;0.89143914
2017-01-06T00:00:00+0100;182800.0;74800.0;-9.102758789062475;1.6343161392108464e-14;1.7410184;135.39903;0.9004572
2017-01-06T01:00:00+0100;184800.0;72800.0;-9.633520507812475;1.6343161392108464e-14;1.3445882;105.245155;0.92822826
2017-01-06T02:00:00+0100;186400.0;76400.0;-9.889135742187475;1.6343161392108464e-14;1.5067694;46.518898;0.9480954
2017-01-06T03:00:00+0100;186000.0;78000.0;-10.127416992187475;1.635895123068091e-14;1.178852;69.0553;0.94328874
2017-01-06T04:00:00+0100;192400.0;78400.0;-10.642614746093727;1.635895508562197e-14;1.9961842;26.181389;0.8979854
2017-01-06T05:00:00+0100;207600.0;87600.0;-10.622106933593727;1.636678447091021e-14;1.8295109;24.705833;0.9097349
2017-01-06T06:00:00+0100;204400.0;84400.0;-10.592901611328102;1.6374741069253356e-14;1.7305205;23.048761;0.9268861
2017-01-06T07:00:00+0100;202800.0;86800.0;-10.842535400390602;-9.8169435543601e-14;1.7164536;17.030426;0.9144194
2017-01-06T08:00:00+0100;254000.0;110000.0;-10.415075683593727;0.0;1.4455042;9.635565;0.8965817
2017-01-06T09:00:00+0100;263200.0;103200.0;-9.995703124999975;5.795555555555556;1.2417208;352.45856;0.8654837
2017-01-06T10:00:00+0100;255600.0;99600.0;-9.342413330078102;37.91111111111111;1.399557;346.15552;0.84554213
2017-01-06T11:00:00+0100;245200.0;95200.0;-7.825292968749977;41.43111111111112;1.2173007;350.33972;0.82121956
2017-01-06T12:00:00+0100;233600.0;93600.0;-6.763006591796852;48.96;1.0140991;321.83832;0.8309542
2017-01-06T13:00:00+0100;234400.0;92400.0;-5.637304687499977;36.40888888888889;0.87524164;296.71606;0.87911
2017-01-06T14:00:00+0100;220400.0;84400.0;-4.277777099609352;15.2;5.5810175;207.87277;0.83359313
2017-01-06T15:00:00+0100;192000.0;68000.0;-3.117468261718728;1.448888888888889;5.977841;206.54985;0.8571074
2017-01-06T16:00:00+0100;179600.0;59600.0;-2.104406738281228;-0.0088888888888888;5.250823;206.58966;0.89411014
2017-01-06T17:00:00+0100;179200.0;57200.0;-1.2224182128906025;0.0;4.648879;203.05864;0.91673887
2017-01-06T18:00:00+0100;173600.0;57600.0;-0.6640380859374773;0.0;4.681267;207.49039;0.93980956
2017-01-06T19:00:00+0100;170400.0;56400.0;-0.0020202636718522;0.0;4.917041;208.747;0.9555409
2017-01-06T20:00:00+0100;166800.0;56800.0;0.7049499511718977;0.0;4.4891753;207.54533;0.95308405
2017-01-06T21:00:00+0100;151600.0;53600.0;1.4603210449218975;1.6516849616405376e-14;4.032351;213.9124;0.95038325
2017-01-06T22:00:00+0100;136000.0;54000.0;2.0187927246093977;1.6477378874915323e-14;4.7603006;202.16727;0.9326526
2017-01-06T23:00:00+0100;137200.0;53200.0;2.414971923828148;1.6445733663772443e-14;4.1994634;203.54846;0.93244004
2017-01-07T00:00:00+0100;132400.0;52400.0;2.6397949218750227;1.6437900423543143e-14;3.0782962;217.07704;0.956259
2017-01-07T01:00:00+0100;138800.0;52800.0;2.7784667968750227;1.6437900423543143e-14;2.5624614;234.61829;0.9573576
2017-01-07T02:00:00+0100;128000.0;56000.0;2.7178894042968977;1.6453690262115593e-14;1.3900776;303.23343;0.95154375
2017-01-07T03:00:00+0100;136400.0;58400.0;2.4148193359375227;1.6445795342829368e-14;0.83613485;41.66912;0.9451056
2017-01-07T04:00:00+0100;150400.0;58400.0;1.6975952148437727;1.6453694117056652e-14;2.2681136;17.731007;0.9825966
2017-01-07T05:00:00+0100;152400.0;56400.0;0.4799133300781477;1.6453628583058668e-14;1.3810818;345.05786;0.88922703
2017-01-07T06:00:00+0100;150400.0;56400.0;0.5924011230468977;1.6453690262115593e-14;1.7628556;358.91766;0.8323433
2017-01-07T07:00:00+0100;147200.0;57200.0;0.2745300292968977;-9.872207989363665e-14;2.6021159;353.28983;0.8134227
2017-01-07T08:00:00+0100;158800.0;58800.0;0.0747314453125227;0.0;2.0607898;8.944317;0.80548835
2017-01-07T09:00:00+0100;168000.0;58000.0;-0.3954223632812272;7.591111111111111;1.6646845;355.81967;0.77687824
2017-01-07T10:00:00+0100;152800.0;58800.0;-0.5813659667968523;47.715555555555554;1.232948;240.49158;0.78237915
2017-01-07T11:00:00+0100;156000.0;58000.0;-0.4495910644531022;85.72444444444444;2.0361085;342.8492;0.74951905
2017-01-07T12:00:00+0100;147200.0;57200.0;-0.0517944335937272;101.19111111111113;2.172503;359.0195;0.745262
2017-01-07T13:00:00+0100;144000.0;56000.0;0.6915832519531477;86.66666666666667;1.6406118;342.64896;0.74152356
2017-01-07T14:00:00+0100;149200.0;57200.0;1.0310302734375227;45.04888888888889;1.2038509;354.62158;0.7399668
2017-01-07T15:00:00+0100;162800.0;58800.0;0.7241760253906477;3.582222222222222;0.79250866;7.238412;0.75417304
2017-01-07T16:00:00+0100;170400.0;58400.0;-0.4444335937499772;0.0;1.03548;280.9989;0.8045578
2017-01-07T17:00:00+0100;177600.0;61600.0;-1.2446044921874773;0.0;1.3562292;15.933271;0.75517297
2017-01-07T18:00:00+0100;174400.0;60400.0;-1.6728881835937273;0.0;0.6712036;354.29123;0.84244573
2017-01-07T19:00:00+0100;176000.0;62000.0;-2.0274719238281023;0.0;1.8483797;347.09058;0.77696973
2017-01-07T20:00:00+0100;172400.0;62400.0;-2.5627502441406023;0.0;1.7037567;351.4905;0.7949068
2017-01-07T21:00:00+0100;154000.0;62000.0;-2.9202636718749773;1.6394478367468915e-14;1.8176843;315.68564;0.796852
2017-01-07T22:00:00+0100;160800.0;64800.0;-3.423742675781228;1.6390534762766862e-14;1.6932704;39.034813;0.7881542
2017-01-07T23:00:00+0100;159600.0;63600.0;-3.5560974121093523;1.6398364148055102e-14;1.1775607;329.26953;0.7455974
2017-01-08T00:00:00+0100;163200.0;65200.0;-3.8241027832031023;1.640632074639825e-14;0.96360296;340.81494;0.7533028
2017-01-08T01:00:00+0100;162000.0;66000.0;-4.544744873046852;1.6390530907825802e-14;0.64830655;51.228817;0.7886264
2017-01-08T02:00:00+0100;169600.0;67600.0;-5.078741455078102;1.6390530907825802e-14;0.9499888;18.458532;0.803504
2017-01-08T03:00:00+0100;167200.0;69200.0;-4.663183593749977;1.6398425827112027e-14;1.326292;21.298887;0.80417556
2017-01-08T04:00:00+0100;172400.0;68400.0;-4.257574462890602;1.6390534762766862e-14;1.1054159;20.683466;0.826133
2017-01-08T05:00:00+0100;162400.0;64400.00000000001;-4.071539306640602;1.639046922876888e-14;1.0930291;44.314995;0.8517071
2017-01-08T06:00:00+0100;163600.0;63600.0;-3.8538879394531023;1.640632074639825e-14;1.3246008;77.64308;0.8972697
2017-01-08T07:00:00+0100;158400.0;62400.0;-3.5435546874999773;-9.83747034450428e-14;1.5468713;57.99226;0.91922724
2017-01-08T08:00:00+0100;164800.0;64800.0;-3.295446777343728;0.0;1.4994308;53.794632;0.9194562
2017-01-08T09:00:00+0100;173200.0;63200.0;-3.3215393066406023;7.528888888888889;1.6048356;47.331333;0.9084553
2017-01-08T10:00:00+0100;176800.0;64800.0;-3.5432800292968523;52.897777777777776;1.4094986;49.037785;0.8673402
2017-01-08T11:00:00+0100;167200.0;63200.0;-3.4053405761718523;93.72444444444444;1.1902485;24.162214;0.88523054
2017-01-08T12:00:00+0100;161600.0;59600.0;-2.8105529785156023;105.93777777777778;1.3902524;70.716484;0.8795697
2017-01-08T13:00:00+0100;158000.0;60000.0;-2.0341552734374773;86.00888888888889;1.3159984;82.56727;0.874656
2017-01-08T14:00:00+0100;157600.0;59600.0;-1.4369873046874773;42.95111111111111;1.2288048;52.519737;0.85404116
2017-01-08T15:00:00+0100;164400.0;60400.0;-1.2777465820312273;2.017777777777778;1.5619422;51.812786;0.82382894
2017-01-08T16:00:00+0100;169600.0;61600.0;-1.5402893066406025;0.0;1.0710024;73.78034;0.83105487
2017-01-08T17:00:00+0100;174000.0;62000.0;-1.7744506835937273;0.0;1.6347053;44.764656;0.82399756
2017-01-08T18:00:00+0100;175600.0;61600.0;-2.0885070800781023;0.0;1.2130691;50.2091;0.8189392
2017-01-08T19:00:00+0100;172800.0;62800.0;-2.1503967285156023;0.0;1.1112211;9.468128;0.7971957
2017-01-08T20:00:00+0100;168400.0;62400.0;-2.7465881347656023;0.0;1.1303592;336.79;0.8149034
2017-01-08T21:00:00+0100;152400.0;62400.0;-2.900915527343728;1.6508954697119155e-14;1.3522733;60.06019;0.8674317
2017-01-08T22:00:00+0100;156400.0;62400.0;-2.918493652343728;1.6516853471346436e-14;1.9659884;59.872097;0.8875045
2017-01-08T23:00:00+0100;150400.0;60400.0;-2.601232910156228;1.650889301806223e-14;0.7472413;58.614105;0.8821028
2017-01-09T00:00:00+0100;157600.0;61600.0;-2.3281311035156023;1.650105977783293e-14;1.4924502;60.137318;0.9139936
2017-01-09T01:00:00+0100;151600.0;61600.0;-2.3123535156249773;1.6516849616405376e-14;2.3237603;37.602924;0.8828198
2017-01-09T02:00:00+0100;156400.0;60400.0;-2.2450012207031023;1.6516849616405376e-14;1.9994559;26.896935;0.85837513
2017-01-09T03:00:00+0100;152800.0;66800.0;-2.0946105957031023;1.6516849616405376e-14;0.9741919;118.46354;0.8618387
2017-01-09T04:00:00+0100;154400.0;64400.00000000001;-2.2034667968749773;1.6516853471346436e-14;1.8940227;30.804808;0.88166004
2017-01-09T05:00:00+0100;170000.0;72000.0;-2.3894104003906023;1.6516787937348455e-14;1.6701981;25.10979;0.8606335
2017-01-09T06:00:00+0100;173600.0;69600.0;-2.4306091308593523;1.6532639454977826e-14;0.41137707;230.06293;0.87947804
2017-01-09T07:00:00+0100;165600.0;69600.0;-2.158728027343728;-9.911682585794781e-14;0.9991373;42.729565;0.87973744
2017-01-09T08:00:00+0100;210400.0;86400.0;-1.6817993164062273;0.0;1.187689;49.297092;0.8882062
2017-01-09T09:00:00+0100;230400.0;82400.0;-1.2171997070312273;3.911111111111111;1.5456789;112.20154;0.92063105
2017-01-09T10:00:00+0100;214800.0;80800.0;-0.6699279785156023;15.671111111111111;1.7475836;121.81828;0.99056125
2017-01-09T11:00:00+0100;242400.0;104400.0;-0.2557434082031022;25.164444444444445;1.2508134;86.972626;0.98947805
2017-01-09T12:00:00+0100;363200.0;209200.0;0.0088439941406477;27.87555555555556;1.3320104;35.493534;0.987632
2017-01-09T13:00:00+0100;366400.0;206400.0;0.2877746582031477;33.528888888888886;1.4369893;33.21599;0.9778053
2017-01-09T14:00:00+0100;322000.0;182000.0;0.5042968750000227;21.386666666666667;1.2545651;37.977974;0.9673531
2017-01-09T15:00:00+0100;184000.0;66000.0;0.8586059570312727;0.8177777777777778;1.1447016;23.734158;0.93439406
2017-01-09T16:00:00+0100;170400.0;50400.0;1.1598144531250227;0.0;0.8819492;354.911;0.965919
2017-01-09T17:00:00+0100;156400.0;40400.0;1.5600830078125227;0.0;0.7159853;12.383165;0.9586709
2017-01-09T18:00:00+0100;151600.0;41600.0;1.9859252929687727;0.0;0.23237666;359.22955;0.97371566
2017-01-09T19:00:00+0100;142400.0;40400.0;2.1090942382812727;0.0;0.6629674;175.00586;0.99570364
2017-01-09T20:00:00+0100;128800.0;40800.0;2.914727783203148;0.0;3.34245;188.67056;0.992255
2017-01-09T21:00:00+0100;128800.0;38800.0;3.7454467773437727;1.6082629055663095e-14;5.188706;186.54247;0.96185935
2017-01-09T22:00:00+0100;128000.0;40000.0;4.171838378906273;1.5806306880645282e-14;4.5251203;179.52664;0.96036434
2017-01-09T23:00:00+0100;132400.0;52400.0;3.992608642578148;1.554571672008404e-14;4.3535595;177.24449;0.96066934
2017-01-10T00:00:00+0100;136800.0;42800.0;3.916558837890648;1.5364191400616772e-14;5.384719;180.56377;0.95693094
2017-01-10T01:00:00+0100;132800.0;42800.0;3.855035400390648;1.5237872692037198e-14;5.247965;180.371;0.9549929
2017-01-10T02:00:00+0100;130000.0;40000.0;3.889947509765648;1.5048394629167837e-14;5.359667;175.77583;0.95004904
2017-01-10T03:00:00+0100;129600.0;41600.0;3.6549011230468977;1.4839179268082914e-14;4.899729;172.05176;0.954657
2017-01-10T04:00:00+0100;126800.0;44800.0;3.4450927734375227;1.458259439128066e-14;5.354595;174.08475;0.95702237
2017-01-10T05:00:00+0100;150800.0;54800.0;3.1247497558593977;1.4393058504295434e-14;5.1819263;173.47975;0.95844144
2017-01-10T06:00:00+0100;137600.0;53600.0;2.787042236328148;1.4290482377690398e-14;4.7286267;171.91786;0.9595249
2017-01-10T07:00:00+0100;182000.0;74000.0;2.5990844726562727;-8.841131530582896e-14;4.137496;166.08838;0.96073043
2017-01-10T08:00:00+0100;337600.0;189600.0;2.5068298339843977;0.0;3.453785;158.05228;0.9670627
2017-01-10T09:00:00+0100;339600.0;189600.0;2.3875976562500227;0.3022222222222222;3.3490644;151.98744;0.9663301
2017-01-10T10:00:00+0100;338800.0;188800.0;2.004693603515648;2.24;3.7740371;153.39813;0.96681845
2017-01-10T11:00:00+0100;304000.0;152000.0;1.8565612792968973;3.271111111111112;4.3975177;153.39198;0.9657807
2017-01-10T12:00:00+0100;353200.0;191200.0;1.7679992675781475;3.111111111111111;4.0954003;150.89693;0.97449344
2017-01-10T13:00:00+0100;353200.0;195200.0;1.6772094726562727;2.24;4.2031493;154.56735;0.9735016
2017-01-10T14:00:00+0100;308800.0;170800.0;1.5860229492187727;0.8888888888888888;4.594079;164.16464;0.9621949
2017-01-10T15:00:00+0100;174800.0;70800.0;1.5813232421875227;0.0711111111111111;5.329202;172.91505;0.9557558
2017-01-10T16:00:00+0100;167600.0;55600.0;1.9372497558593973;0.0;5.3923078;172.73264;0.9564732
2017-01-10T17:00:00+0100;157600.0;43600.0;2.4946533203125227;0.0;3.9625385;163.16798;0.9648348
2017-01-10T18:00:00+0100;146400.0;44400.0;3.2268920898437727;0.0;3.216275;207.46355;0.95824295
2017-01-10T19:00:00+0100;139600.0;43600.0;3.3998046875000227;0.0;3.374554;185.53047;0.9446168
2017-01-10T20:00:00+0100;134400.0;44400.0;3.6854187011718977;0.0;4.9167585;179.30603;0.95186484
2017-01-10T21:00:00+0100;126000.0;44000.0;3.829492187500023;1.4172058588397048e-14;6.8641224;184.99107;0.9534517
2017-01-10T22:00:00+0100;122400.0;44400.0;3.9978271484375214;1.4148373830538376e-14;7.8183193;178.99445;0.94768363
2017-01-10T23:00:00+0100;107600.0;43600.0;4.260064697265648;1.4132526167850064e-14;7.7768307;188.00082;0.9498353
2017-01-11T00:00:00+0100;115200.0;43200.0;4.714074707031273;1.4132583991965932e-14;5.8016458;190.08075;0.96423936
2017-01-11T01:00:00+0100;116800.0;42800.0;5.086938476562523;1.4116794153393484e-14;5.5115705;195.15552;0.96071464
2017-01-11T02:00:00+0100;116000.0;44000.0;5.112542724609398;1.4132583991965932e-14;6.0117292;198.98901;0.94785136
2017-01-11T03:00:00+0100;109600.0;43600.0;5.150994873046898;1.4112846693750372e-14;4.9465537;206.05635;0.94922453
2017-01-11T04:00:00+0100;108000.0;44000.0;5.165521240234398;1.4132583991965932e-14;5.413376;196.25296;0.93366015
2017-01-11T05:00:00+0100;122400.0;52400.0;5.208520507812523;1.4132526167850064e-14;6.8415008;192.47314;0.91109234
2017-01-11T06:00:00+0100;142400.0;56400.0;5.185571289062523;1.4116794153393484e-14;7.029151;189.32506;0.93048674
2017-01-11T07:00:00+0100;158800.0;74800.0;4.961511230468773;-8.470070324130398e-14;8.306058;183.51656;0.9284578
2017-01-11T08:00:00+0100;288400.0;166400.0;4.565026855468773;0.0;11.342449;178.27014;0.92691666
2017-01-11T09:00:00+0100;329200.0;177200.0;3.9345336914062727;0.16;10.876835;173.36133;0.9344087
2017-01-11T10:00:00+0100;327600.0;179600.0;3.3057495117187727;0.9066666666666666;8.105567;159.97473;0.9499879
2017-01-11T11:00:00+0100;304400.0;158400.0;2.8489929199218977;1.3511111111111112;7.8182;153.21439;0.9438692
2017-01-11T12:00:00+0100;263600.0;131600.0;1.9393249511718973;1.44;6.5343103;140.6966;0.9424806
2017-01-11T13:00:00+0100;249200.0;123200.0;1.6329895019531475;2.1866666666666665;7.738425;141.68175;0.9551761
2017-01-11T14:00:00+0100;242800.0;118800.0;2.3803344726562727;0.9955555555555556;5.4041276;127.10532;0.95516074
2017-01-11T15:00:00+0100;174800.0;58800.0;3.0094238281250227;0.2044444444444444;4.495193;91.709206;0.9510411
2017-01-11T16:00:00+0100;166400.0;46400.0;2.806207275390648;0.0;2.7648406;48.01311;0.9381014
2017-01-11T17:00:00+0100;150800.0;38800.0;2.6078125000000227;0.0;3.9891424;322.925;0.9317997
2017-01-11T18:00:00+0100;152800.0;42800.0;2.153131103515648;0.0;3.096025;305.52145;0.90331167
2017-01-11T19:00:00+0100;134000.0;40000.0;1.8676696777343973;0.0;4.8309684;314.6607;0.872977
2017-01-11T20:00:00+0100;129200.0;43200.0;2.0125976562500227;0.0;5.066671;310.58823;0.87309873
2017-01-11T21:00:00+0100;146400.0;42400.0;1.8791137695312727;1.4566804552708214e-14;6.5453634;308.22064;0.8065253
2017-01-11T22:00:00+0100;130000.0;42000.0;1.864678955078148;1.4551014714135768e-14;3.219305;285.33386;0.8295809
2017-01-11T23:00:00+0100;115600.0;43600.0;2.5546813964843977;1.4519377212875008e-14;4.2373185;292.95276;0.753928
2017-01-12T00:00:00+0100;122400.0;44400.0;2.374932861328148;1.4558909633421992e-14;3.5349464;289.76282;0.7444066
2017-01-12T01:00:00+0100;121600.0;45600.0;2.0439086914062727;1.4527329956277094e-14;1.4726801;274.22058;0.7621067
2017-01-12T02:00:00+0100;118000.0;46000.0;1.5010314941406475;1.4558909633421992e-14;0.5701872;211.17615;0.7961338
2017-01-12T03:00:00+0100;124000.0;46000.0;1.3066345214843975;1.453917233520643e-14;1.8528763;228.5297;0.80988234
2017-01-12T04:00:00+0100;133600.0;47600.0;0.7989440917968977;1.4535224875563322e-14;2.9136164;218.33499;0.79038143
2017-01-12T05:00:00+0100;146800.0;54800.0;0.5660339355468977;1.45509568900199e-14;3.2809927;213.8319;0.7767249
2017-01-12T06:00:00+0100;154000.0;58000.0;0.6523986816406477;1.4527329956277094e-14;3.208754;209.5575;0.78647524
2017-01-12T07:00:00+0100;171600.0;79600.0;0.5457092285156477;-8.722707741289545e-14;2.8527699;209.7269;0.78116536
2017-01-12T08:00:00+0100;287200.0;163200.0;0.2045837402343977;0.0;2.9757035;205.03044;0.7976756
2017-01-12T09:00:00+0100;302800.0;158800.0;0.1695495605468977;3.928888888888889;2.7177432;213.51418;0.8454048
2017-01-12T10:00:00+0100;292000.0;152000.0;0.1823974609375227;46.053333333333335;1.4702234;233.8747;0.86937654
2017-01-12T11:00:00+0100;281600.0;151600.0;0.4125610351562727;71.10222222222222;1.4085135;238.66824;0.8552469
2017-01-12T12:00:00+0100;276400.0;148400.0;0.7948852539062727;63.50222222222222;1.1349676;115.08929;0.85396516
2017-01-12T13:00:00+0100;281600.0;137600.0;1.1509948730468975;37.102222222222224;1.314545;236.69365;0.8323279
2017-01-12T14:00:00+0100;257600.00000000003;125600.0;2.0976196289062727;26.09777777777778;3.37062;216.21733;0.81752694
2017-01-12T15:00:00+0100;173600.0;67600.0;1.9482360839843973;7.2444444444444445;4.144317;211.76083;0.78554475
2017-01-12T16:00:00+0100;174800.0;52800.0;1.5577636718750227;0.0;3.0037344;225.963;0.86217505
2017-01-12T17:00:00+0100;154800.0;44800.0;1.3250366210937727;0.0;2.0115383;256.18915;0.87262684
2017-01-12T18:00:00+0100;152800.0;44800.0;1.1426025390625227;0.0;0.51889247;296.7714;0.8035043
2017-01-12T19:00:00+0100;147600.0;47600.0;0.9186035156250228;0.0;1.284173;257.1422;0.8615791
2017-01-12T20:00:00+0100;154400.0;48400.0;0.8204895019531477;0.0;0.909166;311.06308;0.77298653
2017-01-12T21:00:00+0100;132000.0;46000.0;0.8992553710937727;1.442074854591308e-14;0.981977;202.13855;0.8180911
2017-01-12T22:00:00+0100;130400.0;50400.0;1.1329284667968975;1.4424696005556194e-14;2.095989;218.8521;0.81830496
2017-01-12T23:00:00+0100;124000.0;46000.0;1.1879821777343975;1.4424638181440332e-14;0.7214274;75.57494;0.83528817
2017-01-13T00:00:00+0100;130800.0;46800.0;1.1583190917968975;1.4432590924842418e-14;0.7129512;57.73703;0.8508521
2017-01-13T01:00:00+0100;135200.0;51200.0;0.7487731933593977;1.4416801086269972e-14;1.8455676;230.4135;0.85256106
2017-01-13T02:00:00+0100;136800.0;48800.0;-0.0893615722656022;1.4416801086269972e-14;1.3710992;338.98303;0.79006094
2017-01-13T03:00:00+0100;138400.0;50400.0;-0.8067993164062273;1.4428643465199306e-14;1.559578;17.432087;0.78171456
2017-01-13T04:00:00+0100;140000.0;50000.0;-1.4050964355468525;1.4424696005556194e-14;1.5245003;355.7821;0.7677832
2017-01-13T05:00:00+0100;153600.0;61600.0;-1.9351867675781025;1.4424638181440332e-14;1.3190857;7.7192082;0.77536684
2017-01-13T06:00:00+0100;166800.0;64800.0;-2.4778808593749773;1.4432590924842418e-14;0.9473196;357.03006;0.7977058
2017-01-13T07:00:00+0100;203200.0;87200.0;-2.915319824218728;-8.65639041928527e-14;1.1021227;352.93396;0.7743143
2017-01-13T08:00:00+0100;348800.0;196800.0;-3.3183654785156023;0.0;1.4516199;1.9174131;0.77539784
2017-01-13T09:00:00+0100;355200.0;203200.0;-3.628240966796852;13.955555555555556;0.92820376;30.323164;0.7744519
2017-01-13T10:00:00+0100;347200.0;201200.0;-3.788031005859352;67.28888888888889;0.25323245;352.04535;0.80619
2017-01-13T11:00:00+0100;338800.0;194800.0;-3.0671447753906023;109.72444444444444;0.6778094;16.572813;0.7717045
2017-01-13T12:00:00+0100;323200.0;189200.0;-2.0728515624999773;123.73333333333332;0.8488752;84.54792;0.814109
2017-01-13T13:00:00+0100;322000.0;184000.0;-0.9883178710937272;103.07555555555555;0.5605683;137.31879;0.8191596
2017-01-13T14:00:00+0100;293600.0;165600.0;-0.9038452148437272;61.08444444444444;0.20876335;27.505043;0.82018185
2017-01-13T15:00:00+0100;183200.0;75200.0;-0.7045959472656023;9.422222222222222;0.2856791;18.86905;0.82695687
2017-01-13T16:00:00+0100;186000.0;64000.0;-1.4257873535156025;0.0;0.8314207;345.404;0.8372565
2017-01-13T17:00:00+0100;176000.0;54000.0;-2.3792175292968523;0.0;1.2466743;10.55646;0.7788612
2017-01-13T18:00:00+0100;176000.0;54000.0;-3.1685546874999773;0.0;2.336487;345.36313;0.7423927
2017-01-13T19:00:00+0100;166400.0;56400.0;-3.704840087890602;0.0;2.1378436;342.9979;0.7722541
2017-01-13T20:00:00+0100;172800.0;56800.0;-4.123602294921852;0.0;0.4114139;9.576475;0.77202505
2017-01-13T21:00:00+0100;151600.0;55600.0;-4.373266601562477;1.4483907900202872e-14;0.8044744;14.535001;0.7874207
2017-01-13T22:00:00+0100;140400.0;54400.0;-4.145483398437477;1.4661543584142893e-14;0.8919262;187.7861;0.8228512
2017-01-13T23:00:00+0100;147600.0;57600.0;-4.024603271484352;1.4653590840740803e-14;0.861813;181.10495;0.83635557
2017-01-14T00:00:00+0100;151200.0;57200.0;-3.8663696289062273;1.4669438503429114e-14;0.46907562;196.9007;0.87471634
2017-01-14T01:00:00+0100;150000.0;58000.0;-4.372167968749977;1.4669438503429114e-14;0.6244615;191.58308;0.85889304
2017-01-14T02:00:00+0100;160000.0;58000.0;-4.707495117187477;1.4669438503429114e-14;0.9525075;154.09787;0.8530793
2017-01-14T03:00:00+0100;172000.0;60000.0;-4.627813720703102;1.468128088235845e-14;1.3202956;224.44882;0.76573783
2017-01-14T04:00:00+0100;158800.0;58800.0;-4.924475097656227;1.4685228342001563e-14;1.4329289;207.66211;0.83803374
2017-01-14T05:00:00+0100;149600.0;61600.0;-4.914923095703102;1.4685170517885698e-14;0.6745424;237.81567;0.80766886
2017-01-14T06:00:00+0100;154400.0;60400.0;-4.562445068359352;1.4685228342001563e-14;0.62624776;134.6811;0.82030326
2017-01-14T07:00:00+0100;151600.0;59600.0;-3.874456787109352;-8.807972869580759e-14;1.2272305;161.64085;0.81381834
2017-01-14T08:00:00+0100;146800.0;62800.0;-3.0957702636718523;0.0;1.8929095;180.3199;0.79416484
2017-01-14T09:00:00+0100;156800.0;54800.0;-2.634191894531228;5.524444444444445;0.6337921;165.39906;0.76225877
2017-01-14T10:00:00+0100;157200.0;53200.0;-1.9375671386718525;33.30222222222222;1.0652505;52.96285;0.7477783
