Header_line;17
location;Oslo Norway
year_of_construction;1979
floor_area;8631
number_of_users;400
building_category;Sch
energy_label;B
dhw_heat_source;EB
sh_heat_source;ASHP, EB
timestamp_format;%Y-%m-%dT%H:%M:%S%z
time_zone;Etc/Gmt-1
building_id;8138

;Electricity import;Electricity use;Weather variable;Weather variable;Weather variable;Weather variable;Weather variable
;Wh;Wh;C;W/m2;m/s;deg;%
;Electricity imported ;Electricity for electric boiler;Temperature Outdoor;Global Solar Horizontal Radiation;Wind_speed;Wind_dir;Relative Humidity
TimeStamp;ElImp;ElBoil;Tout;SolGlob;WindSpd;WindDir;RH
2017-10-03T16:00:00+0100;42000.0;0.0;15.298394775390648;41.97215277777778;3.106412;207.61844;0.78267604
2017-10-03T17:00:00+0100;50000.0;0.0;14.413659667968773;5.927291666666667;2.9043493;227.58357;0.7752301
2017-10-03T18:00:00+0100;48000.0;0.0;13.844934082031273;0.0188888888888888;2.7857378;241.4481;0.77985376
2017-10-03T19:00:00+0100;54000.0;0.0;13.183129882812525;0.0;3.1906662;245.55338;0.7627641
2017-10-03T20:00:00+0100;50000.0;0.0;13.022790527343773;0.0;3.3974085;245.1726;0.7399676
2017-10-03T21:00:00+0100;44000.0;0.0;13.009423828125025;1.4112414940351906e-14;5.262413;273.60928;0.6332476
2017-10-03T22:00:00+0100;42000.0;0.0;12.538629150390648;1.4115429504259047e-14;4.8298874;275.50784;0.6236652
2017-10-03T23:00:00+0100;40000.0;0.0;12.083978271484398;1.4110568423585256e-14;2.8632812;253.54459;0.6604617
2017-10-04T00:00:00+0100;26000.0;0.0;11.284356689453148;1.4117534302076567e-14;2.206633;227.97531;0.73424566
2017-10-04T01:00:00+0100;32000.0;0.0;10.693658447265648;1.41249357889074e-14;2.6650875;227.02072;0.7525562
2017-10-04T02:00:00+0100;26000.0;0.0;10.687463378906273;1.4123763886825852e-14;2.3644624;232.01566;0.7495503
2017-10-04T03:00:00+0100;30000.0;0.0;10.100335693359398;1.4114141953945767e-14;1.9254029;227.87296;0.74202013
2017-10-04T04:00:00+0100;28000.0;0.0;9.241265869140648;-4.2344268523662896e-14;2.8130894;218.73347;0.71080846
2017-10-04T05:00:00+0100;44000.0;0.0;8.329278564453148;0.0;2.7735581;215.57834;0.73326945
2017-10-04T06:00:00+0100;34000.0;0.0;7.890679931640648;4.217777777777778;3.6025877;215.16136;0.7439507
2017-10-04T07:00:00+0100;34000.0;0.0;8.031549072265648;26.87555555555556;2.7111816;227.34268;0.7624598
2017-10-04T08:00:00+0100;56000.0;0.0;8.371575927734398;59.22453125;2.4636087;213.7371;0.7500852
2017-10-04T09:00:00+0100;50000.0;0.0;9.243249511718773;195.9413888888889;3.3567617;208.8265;0.7586068
2017-10-04T10:00:00+0100;52000.0;0.0;10.738458251953148;244.30684027777767;2.783898;198.60158;0.7656562
2017-10-04T11:00:00+0100;52000.0;0.0;11.071801757812525;150.561875;3.6057742;202.0768;0.7404712
2017-10-04T12:00:00+0100;48000.0;0.0;10.156823730468773;79.618125;3.7201433;209.85365;0.8263625
2017-10-04T13:00:00+0100;48000.0;0.0;9.828210449218773;69.78381944444445;1.9143591;212.11649;0.88779396
2017-10-04T14:00:00+0100;34000.0;0.0;10.298852539062525;159.85215277777775;1.091989;208.6264;0.8789282
2017-10-04T15:00:00+0100;40000.0;0.0;10.529321289062525;15.966527777777776;1.2522671;233.60924;0.88033205
2017-10-04T16:00:00+0100;32000.0;0.0;10.087243652343773;27.68498263888889;0.97183514;214.68188;0.87828803
2017-10-04T17:00:00+0100;48000.0;0.0;8.879632568359398;5.9734895833333335;1.3272154;236.80408;0.8416751
2017-10-04T18:00:00+0100;50000.0;0.0;8.600396728515648;-0.0063888888888888;1.1911399;240.89078;0.84919816
2017-10-04T19:00:00+0100;54000.0;0.0;7.973962402343773;0.0;1.3356684;269.88263;0.8313298
2017-10-04T20:00:00+0100;38000.0;0.0;7.099359130859398;0.0;2.1505399;312.65854;0.796502
2017-10-04T21:00:00+0100;28000.0;0.0;6.532067871093773;1.4113864398189612e-14;2.1660976;317.62082;0.81089914
2017-10-04T22:00:00+0100;32000.0;0.0;6.103295898437523;1.4132738189608242e-14;1.1321099;277.36902;0.7962967
2017-10-04T23:00:00+0100;28000.0;0.0;5.891625976562523;1.4146184224017587e-14;1.5675802;322.87503;0.80681
2017-10-05T00:00:00+0100;30000.0;0.0;5.408563232421898;1.4146276742602974e-14;1.6821015;315.47867;0.80644405
2017-10-05T01:00:00+0100;30000.0;0.0;5.015252685546898;1.4137641674633668e-14;1.557724;340.80865;0.78104585
2017-10-05T02:00:00+0100;30000.0;0.0;4.515313720703148;1.4149607411676851e-14;0.74697816;51.876736;0.8009051
2017-10-05T03:00:00+0100;30000.0;0.0;4.140771484375023;1.4116404804346651e-14;0.6871953;221.93402;0.8061232
2017-10-05T04:00:00+0100;32000.0;0.0;3.930352783203148;-4.2345162869988286e-14;1.4617548;338.3077;0.8205883
2017-10-05T05:00:00+0100;42000.0;0.0;3.742730712890648;0.0;0.94930863;321.44562;0.75711155
2017-10-05T06:00:00+0100;44000.0;0.0;3.4378295898437727;4.08;0.5494876;208.59021;0.77530754
2017-10-05T07:00:00+0100;48000.0;0.0;3.2354675292968977;71.56444444444445;1.3059223;239.43611;0.74912304
2017-10-05T08:00:00+0100;46000.0;0.0;3.8666625976562727;170.01486111111112;1.0425735;228.19011;0.7183165
2017-10-05T09:00:00+0100;46000.0;0.0;5.782586669921898;263.0348090277778;1.6299092;220.046;0.75766134
2017-10-05T10:00:00+0100;48000.0;0.0;7.520013427734398;340.30256944444443;0.46489608;191.75523;0.6949468
2017-10-05T11:00:00+0100;46000.0;0.0;9.119622802734398;386.4577777777778;0.8879388;149.48639;0.68882763
2017-10-05T12:00:00+0100;48000.0;0.0;10.539849853515648;394.5520833333333;1.26775;149.05399;0.6736371
2017-10-05T13:00:00+0100;52000.0;0.0;11.960687255859398;358.08166666666665;1.3915558;158.73022;0.656028
2017-10-05T14:00:00+0100;44000.0;0.0;13.028924560546898;274.07402777777776;1.0763452;171.63141;0.6311403
2017-10-05T15:00:00+0100;42000.0;0.0;13.220849609375025;197.98236111111112;1.6171072;272.23776;0.5963043
2017-10-05T16:00:00+0100;30000.0;0.0;12.545800781250025;84.628125;1.6494963;295.0416;0.6001344
2017-10-05T17:00:00+0100;38000.0;0.0;11.527856445312525;8.476319444444444;1.38255;277.00412;0.6835393
2017-10-05T18:00:00+0100;50000.0;0.0;10.003015136718773;-0.0058333333333333;1.0890075;291.55084;0.7188793
2017-10-05T19:00:00+0100;56000.0;0.0;8.613702392578148;0.0;1.8997697;336.31265;0.77348334
2017-10-05T20:00:00+0100;52000.0;0.0;7.628533935546898;0.0;1.3758053;338.4349;0.7856067
2017-10-05T21:00:00+0100;44000.0;0.0;7.044152832031273;1.4114762599456062e-14;2.8125908;342.00488;0.76377136
2017-10-05T22:00:00+0100;34000.0;0.0;6.484765625000023;1.4112519023760464e-14;2.5540295;340.0852;0.79643315
2017-10-05T23:00:00+0100;30000.0;0.0;6.513513183593773;1.4117611400897722e-14;3.3862424;349.35403;0.77710783
2017-10-06T00:00:00+0100;30000.0;0.0;7.237268066406273;1.410994777807496e-14;4.0099645;348.82404;0.77005047
2017-10-06T01:00:00+0100;32000.0;0.0;7.274774169921898;1.4119076278499656e-14;3.5738773;342.341;0.76735723
2017-10-06T02:00:00+0100;30000.0;0.0;7.226922607421898;1.4123948923996623e-14;3.8248346;338.48035;0.74633074
2017-10-06T03:00:00+0100;26000.0;0.0;6.260491943359398;1.4116027020122996e-14;3.7346518;338.15222;0.74558336
2017-10-06T04:00:00+0100;32000.0;0.0;5.751794433593773;-4.2344958558112233e-14;3.1129522;327.78784;0.7602471
2017-10-06T05:00:00+0100;30000.0;0.0;5.285943603515648;0.0;4.460325;335.9916;0.72744846
2017-10-06T06:00:00+0100;44000.0;0.0;5.133538818359398;2.168888888888889;4.1925755;336.9744;0.72354925
2017-10-06T07:00:00+0100;46000.0;0.0;5.643273925781273;65.95555555555555;3.6525936;331.84845;0.7123116
2017-10-06T08:00:00+0100;32000.0;0.0;6.639886474609398;173.489375;3.092077;336.9921;0.72272605
2017-10-06T09:00:00+0100;42000.0;0.0;8.610223388671898;272.96039930555554;3.045968;337.96246;0.67366844
2017-10-06T10:00:00+0100;42000.0;0.0;11.159356689453148;348.656875;3.995348;343.98895;0.62181854
2017-10-06T11:00:00+0100;69200.0;25200.0;13.011224365234398;389.20215277777777;3.3078856;342.88745;0.5997997
2017-10-06T12:00:00+0100;193200.0;145200.0;14.197290039062525;391.9468055555556;2.9001951;336.47165;0.57576674
2017-10-06T13:00:00+0100;100000.0;42000.0;14.977593994140648;351.3830555555556;2.309806;305.5514;0.57556814
2017-10-06T14:00:00+0100;58400.0;24400.0;15.724023437500025;282.7297222222222;2.5695908;301.3967;0.59842557
2017-10-06T15:00:00+0100;74800.0;30800.0;15.398645019531273;189.559375;1.7176805;292.5669;0.5986699
2017-10-06T16:00:00+0100;89600.0;33600.0;15.401361083984398;83.05;0.9315116;266.05695;0.62705135
2017-10-06T17:00:00+0100;95200.0;35200.0;14.209863281250025;7.325555555555556;1.5069966;242.43039;0.6694253
2017-10-06T18:00:00+0100;88000.0;36000.0;12.614343261718773;0.0170833333333333;1.4532005;277.0471;0.71276885
2017-10-06T19:00:00+0100;84000.0;38000.0;11.104089355468773;0.0;2.0220132;333.44852;0.756928
2017-10-06T20:00:00+0100;75200.0;39200.0;10.029229736328148;0.0;1.1071684;328.27826;0.7463692
2017-10-06T21:00:00+0100;70000.0;40000.0;9.172692871093773;1.4120043868705147e-14;0.77155674;269.81305;0.7649087
2017-10-06T22:00:00+0100;64400.00000000001;40400.0;8.693811035156273;1.4115040155212218e-14;1.8645457;316.0897;0.77797794
2017-10-06T23:00:00+0100;62000.0;40000.0;7.986230468750023;1.4122430077219881e-14;2.0255194;310.0798;0.7769787
2017-10-07T00:00:00+0100;66000.0;42000.0;7.986840820312523;1.4147880398082987e-14;1.4658716;340.64124;0.77570456
2017-10-07T01:00:00+0100;75600.0;41600.0;7.452203369140648;1.413344749876286e-14;1.7440964;3.065418;0.78942186
2017-10-07T02:00:00+0100;63600.0;41600.0;6.878442382812523;1.4160339567581561e-14;1.9002447;351.9118;0.7875299
2017-10-07T03:00:00+0100;70000.0;42000.0;6.882409667968773;1.4125232619368844e-14;0.81331515;57.548695;0.78318864
2017-10-07T04:00:00+0100;65600.0;43600.0;6.757287597656273;-4.23524294338821e-14;1.0733327;329.6079;0.74758273
2017-10-07T05:00:00+0100;67600.0;41600.0;6.338067626953148;0.0;1.5966402;332.87692;0.7726453
2017-10-07T06:00:00+0100;75600.0;43600.0;6.214929199218773;1.768888888888889;1.4067774;318.30682;0.75774497
2017-10-07T07:00:00+0100;79600.0;43600.0;5.890466308593773;53.19111111111111;1.5158732;308.03906;0.73970896
2017-10-07T08:00:00+0100;90800.0;38800.0;6.054376220703148;150.39111111111112;0.8967576;306.866;0.7153253
2017-10-07T09:00:00+0100;89200.0;37200.0;6.961602783203148;253.6248611111111;0.56126606;292.35754;0.6727761
2017-10-07T10:00:00+0100;84000.0;38000.0;8.388330078125023;343.448125;1.7289735;307.99655;0.59818244
2017-10-07T11:00:00+0100;69600.0;33600.0;9.117395019531273;364.5867361111111;2.0950983;332.70837;0.55681527
2017-10-07T12:00:00+0100;66400.0;30400.0;10.384912109375025;373.8197222222222;2.335803;349.866;0.53128684
2017-10-07T13:00:00+0100;80400.0;30400.0;11.420983886718773;351.8495833333333;2.1854343;346.80777;0.5012267
2017-10-07T14:00:00+0100;82000.0;30000.0;12.221582031250025;285.29069444444445;2.137163;329.8784;0.484213
2017-10-07T15:00:00+0100;82000.0;30000.0;12.327264404296898;187.908125;2.2102642;303.32306;0.53351414
2017-10-07T16:00:00+0100;77200.0;33200.0;12.162683105468773;80.52298611111111;1.9221711;301.9949;0.5662442
2017-10-07T17:00:00+0100;73200.0;35200.0;11.150231933593773;6.023333333333333;1.3044497;299.04144;0.62375516
2017-10-07T18:00:00+0100;82400.0;32400.0;9.684136962890648;0.0178472222222222;2.7896588;330.71198;0.64542335
2017-10-07T19:00:00+0100;79600.0;35600.0;9.284967041015648;0.0;2.2915072;333.20624;0.6634902
2017-10-07T20:00:00+0100;64800.0;36800.0;8.424890136718773;0.0;4.1377788;352.4658;0.5916978
2017-10-07T21:00:00+0100;60400.0;36400.0;7.821496582031273;1.4138721058129832e-14;4.7019835;345.0238;0.5811998
2017-10-07T22:00:00+0100;64800.0;38800.0;7.282189941406273;1.4150729199524648e-14;4.5062714;350.38358;0.61907995
2017-10-07T23:00:00+0100;67200.0;39200.0;6.836511230468773;1.4133829137927576e-14;5.435834;357.48578;0.6115797
2017-10-08T00:00:00+0100;62000.0;40000.0;6.523065185546898;1.4150717634701474e-14;4.697885;2.5298364;0.60806984
2017-10-08T01:00:00+0100;72000.0;44000.0;6.028070068359398;1.4131843843282846e-14;2.5519874;337.08493;0.6342692
2017-10-08T02:00:00+0100;71200.0;43200.0;5.634759521484398;1.4143192789756792e-14;2.1232276;327.8693;0.65004635
2017-10-08T03:00:00+0100;64800.0;42800.0;5.353845214843773;1.4142522030012747e-14;2.4449143;326.28058;0.6668313
2017-10-08T04:00:00+0100;69200.0;43200.0;5.032800292968773;-4.239798712730231e-14;2.324114;337.84268;0.65799665
2017-10-08T05:00:00+0100;70800.0;44800.0;4.867944335937523;0.0;2.8398104;339.49396;0.670097
2017-10-08T06:00:00+0100;74000.0;46000.0;4.471398925781273;1.6177777777777778;3.2991;336.783;0.6669385
2017-10-08T07:00:00+0100;80400.0;44400.0;3.5198608398437727;60.82666666666667;3.225997;332.29407;0.68950605
2017-10-08T08:00:00+0100;72000.0;36000.0;5.149652099609398;165.1822222222222;3.2154703;341.24365;0.6635663
2017-10-08T09:00:00+0100;68800.0;32800.0;7.933496093750023;263.9629166666667;3.4447718;347.7368;0.6160657
2017-10-08T10:00:00+0100;64400.00000000001;28400.0;9.336022949218773;338.4433333333333;4.5503864;359.9631;0.5775521
2017-10-08T11:00:00+0100;64400.00000000001;28400.0;10.677575683593773;379.76375;4.448672;0.6661573;0.55914956
2017-10-08T12:00:00+0100;78000.0;26000.0;11.733056640625025;382.8154166666667;4.438243;355.66644;0.5371156
2017-10-08T13:00:00+0100;79600.0;25600.0;12.472802734375025;347.31388888888887;4.4103637;357.76926;0.5232756
2017-10-08T14:00:00+0100;80000.0;24000.0;13.436608886718773;276.7595833333333;4.23378;355.71606;0.5228634
2017-10-08T15:00:00+0100;81200.0;25200.0;13.185021972656273;180.12930555555556;4.0003138;354.2425;0.5249387
2017-10-08T16:00:00+0100;65600.0;29600.0;13.150415039062525;74.81020833333334;3.3561125;350.91754;0.543234
2017-10-08T17:00:00+0100;75600.0;33600.0;12.166925048828148;4.610902777777778;1.8711108;343.22452;0.5964117
2017-10-08T18:00:00+0100;83600.0;35600.0;10.160913085937525;0.0060416666666666;1.745796;338.53748;0.6404494
2017-10-08T19:00:00+0100;86800.0;34800.0;8.546289062500023;0.0;1.9221303;344.53854;0.68578327
2017-10-08T20:00:00+0100;64000.0;36000.0;7.700067138671898;0.0;2.1405385;349.9656;0.70444435
2017-10-08T21:00:00+0100;76800.0;38800.0;7.184686279296898;1.4110753460756026e-14;1.9080306;336.38892;0.7143629
2017-10-08T22:00:00+0100;75200.0;39200.0;6.419335937500023;1.4126335132511355e-14;2.2923489;310.8098;0.75394386
2017-10-08T23:00:00+0100;64400.00000000001;38400.0;5.821801757812523;1.4138686363660312e-14;2.4434671;321.75436;0.7450326
2017-10-09T00:00:00+0100;68800.0;40800.0;5.473870849609398;1.4144796445236807e-14;2.5434117;331.35577;0.7274695
2017-10-09T01:00:00+0100;68000.0;40000.0;5.157617187500023;1.4135544586698263e-14;2.7534373;341.9966;0.716773
2017-10-09T02:00:00+0100;68000.0;42000.0;5.149652099609398;1.414128073899216e-14;3.0272312;341.1431;0.7138585
2017-10-09T03:00:00+0100;76000.0;52000.0;5.164880371093773;1.4119658374599374e-14;2.9860613;345.9603;0.715537
2017-10-09T04:00:00+0100;75200.0;49200.0;4.821893310546898;-4.235053665782276e-14;2.8312182;344.76746;0.72812545
2017-10-09T05:00:00+0100;102400.0;72400.0;4.426446533203148;0.0;2.571618;336.2671;0.7450013
2017-10-09T06:00:00+0100;182800.0;132800.0;4.195153808593773;1.048888888888889;2.2830508;340.75842;0.755164
2017-10-09T07:00:00+0100;211200.0;127200.0;3.854913330078148;56.693333333333335;2.728403;343.81824;0.7494114
2017-10-09T08:00:00+0100;189600.0;99600.0;4.495385742187523;160.3733333333333;2.3844538;348.8836;0.7123173
2017-10-09T09:00:00+0100;185600.0;85600.0;6.884240722656273;260.3593402777778;2.9016914;352.68066;0.6470401
2017-10-09T10:00:00+0100;186400.0;78400.0;8.660791015625023;336.27149305555554;3.0825143;356.44815;0.60256034
2017-10-09T11:00:00+0100;174800.0;68800.0;9.279077148437525;377.98277777777776;2.9264998;0.3345314;0.5556087
2017-10-09T12:00:00+0100;149600.0;55600.0;10.529748535156273;380.5668055555556;2.851533;5.042446;0.54431754
2017-10-09T13:00:00+0100;125200.0;37200.0;10.762139892578148;344.27;2.840501;1.3256029;0.5376191
2017-10-09T14:00:00+0100;97200.0;21200.0;11.604516601562525;272.89944444444444;2.7077708;7.3418474;0.5155091
2017-10-09T15:00:00+0100;90400.0;22400.0;11.684655761718773;175.35763888888889;2.5174525;14.017178;0.51251847
2017-10-09T16:00:00+0100;90800.0;26800.0;11.414910888671898;69.93972222222222;2.2722683;34.32026;0.522605
2017-10-09T17:00:00+0100;94000.0;28000.0;10.406243896484398;3.401597222222222;1.193662;7.1023135;0.5804057
2017-10-09T18:00:00+0100;101200.0;31200.0;8.776788330078148;0.0042361111111111;2.1378763;334.11786;0.6788097
2017-10-09T19:00:00+0100;97600.0;31600.0;7.489343261718773;0.0;2.8474758;348.109;0.7032084
2017-10-09T20:00:00+0100;88400.0;32400.0;6.517572021484398;0.0;2.9362054;355.46857;0.6996533
2017-10-09T21:00:00+0100;80000.0;34000.0;5.991723632812523;1.4119588985660336e-14;2.588063;355.8938;0.72432595
2017-10-09T22:00:00+0100;73600.0;35600.0;5.190942382812523;1.4101640380095562e-14;2.2067819;352.91064;0.76392275
2017-10-09T23:00:00+0100;71600.0;37600.0;4.571038818359398;1.4120976764441116e-14;1.5511351;343.3382;0.78171426
2017-10-10T00:00:00+0100;68000.0;38000.0;4.224542236328148;1.413190552233977e-14;1.4612329;334.03937;0.79286826
2017-10-10T01:00:00+0100;66400.0;38400.0;3.791650390625023;1.4131412089884382e-14;1.1881504;311.57526;0.7867194
2017-10-10T02:00:00+0100;70800.0;40800.0;3.0755554199218977;1.4150902671872243e-14;1.4384599;310.61325;0.80823445
2017-10-10T03:00:00+0100;79600.0;49600.0;2.438775634765648;1.411584969283434e-14;1.7148423;321.17972;0.8462746
2017-10-10T04:00:00+0100;75200.0;47200.0;2.145928955078148;-4.2346689426647154e-14;1.2348466;321.39383;0.833778
2017-10-10T05:00:00+0100;107200.0;73200.0;1.812066650390648;0.0;1.5625986;325.77094;0.8479533
2017-10-10T06:00:00+0100;183600.0;133600.0;1.7773376464843975;0.5822222222222222;1.9114852;333.60562;0.87215364
2017-10-10T07:00:00+0100;214000.0;128000.0;2.6104980468750227;34.26222222222222;1.7482926;342.25726;0.86501247
2017-10-10T08:00:00+0100;209200.0;117200.0;3.4510437011718977;111.69777777777776;1.2836514;346.95898;0.83286214
2017-10-10T09:00:00+0100;204400.0;102400.0;4.765191650390648;244.9705555555556;0.34398484;235.647;0.8026036
2017-10-10T10:00:00+0100;205200.0;95200.0;5.980279541015648;306.6539583333333;0.32901633;233.5457;0.76763016
2017-10-10T11:00:00+0100;194000.0;92000.0;7.127984619140648;308.75388888888887;0.87892354;218.26334;0.7210145
2017-10-10T12:00:00+0100;170000.0;72000.0;8.092462158203148;288.6061805555556;0.9399427;198.13654;0.70062894
2017-10-10T13:00:00+0100;120000.0;40000.0;8.546746826171898;189.26569444444445;1.2745992;186.46603;0.68399686
2017-10-10T14:00:00+0100;96800.0;22800.0;8.883081054687523;78.64069444444445;1.1749005;208.57286;0.67427665
2017-10-10T15:00:00+0100;96000.0;26000.0;9.045434570312525;53.896770833333335;1.1461766;225.26561;0.6983548
2017-10-10T16:00:00+0100;98400.0;30400.0;8.724664306640648;9.063541666666667;0.9797807;224.50331;0.72745323
2017-10-10T17:00:00+0100;97600.0;27600.0;8.213403320312523;0.1407638888888888;1.1195562;259.12836;0.7948215
2017-10-10T18:00:00+0100;104000.0;30000.0;7.650598144531273;0.0020138888888888;2.092743;221.6639;0.87844
2017-10-10T19:00:00+0100;99600.0;29600.0;6.960168457031273;0.0;1.2002558;266.41608;0.90283877
2017-10-10T20:00:00+0100;86800.0;28800.0;6.752343750000023;0.0;0.93442446;315.5359;0.8987803
2017-10-10T21:00:00+0100;69600.0;31600.0;6.640161132812523;1.4141951498736204e-14;0.75380176;328.6513;0.8787152
2017-10-10T22:00:00+0100;72000.0;34000.0;6.052087402343773;1.4114061000183556e-14;1.5635055;347.64487;0.8898011
2017-10-10T23:00:00+0100;67200.0;33200.0;4.905023193359398;1.4120024593999862e-14;1.7174037;340.85043;0.89486724
2017-10-11T00:00:00+0100;66800.0;36800.0;4.024652099609398;1.4136099698210575e-14;1.946059;332.69244;0.8885501
2017-10-11T01:00:00+0100;64800.0;36800.0;3.381890869140648;1.4124627393622784e-14;1.8996108;347.05096;0.89059496
2017-10-11T02:00:00+0100;68000.0;38000.0;2.8783203125000227;1.4170825007258575e-14;1.5935262;352.03775;0.8844227
2017-10-11T03:00:00+0100;78000.0;50000.0;2.491387939453148;1.4112846693750372e-14;1.189427;8.04356;0.8867038
2017-10-11T04:00:00+0100;81200.0;47200.0;2.0594726562500227;-4.2342483685953174e-14;1.442013;26.518696;0.9299779
2017-10-11T05:00:00+0100;109600.0;75600.0;2.0407653808593977;0.0;1.3735801;41.570694;0.93001616
2017-10-11T06:00:00+0100;191600.0;137600.0;2.4396911621093977;0.1155555555555555;1.5914909;100.01509;0.9944922
2017-10-11T07:00:00+0100;223600.0;135600.0;2.9778991699218977;21.288888888888888;1.1909239;72.19615;0.9876863
2017-10-11T08:00:00+0100;236400.0;128400.0;3.5779052734375227;63.57333333333333;0.8501458;84.95796;0.98793775
2017-10-11T09:00:00+0100;229600.0;123600.0;3.992822265625023;52.25826388888889;1.0452442;92.023895;0.9856947
2017-10-11T10:00:00+0100;223600.0;115600.0;4.281060791015648;67.76706597222223;0.8880336;89.96016;0.93515736
2017-10-11T11:00:00+0100;216400.0;112400.0;4.960748291015648;48.768871527777776;1.0809507;72.66346;0.92813843
2017-10-11T12:00:00+0100;226400.0;116400.0;5.575494384765648;15.885590277777778;0.94053125;85.521576;0.91683185
2017-10-11T13:00:00+0100;130000.0;46000.0;5.863671875000023;9.088368055555556;1.0150914;55.713436;0.91910475
2017-10-11T14:00:00+0100;111200.0;27200.0;6.283959960937523;5.253732638888889;1.513982;55.48103;0.9241703
2017-10-11T15:00:00+0100;107200.0;29200.0;6.467950439453148;2.682533637152778;1.7592008;45.290276;0.91890675
2017-10-11T16:00:00+0100;103200.0;29200.0;6.886163330078148;0.9940874565972222;2.0676167;40.29489;0.92589545
2017-10-11T17:00:00+0100;105200.0;31200.0;7.358453369140648;0.0181944444444444;2.2979221;45.759922;0.9311757
2017-10-11T18:00:00+0100;101600.0;31600.0;7.841973876953148;0.0009418402777777;2.2863836;43.233753;0.93896496
2017-10-11T19:00:00+0100;97200.0;27200.0;8.257531738281273;0.0;2.1049917;36.26678;0.94612163
2017-10-11T20:00:00+0100;86800.0;28800.0;8.505548095703148;0.0;2.2945018;20.970507;0.9428259
2017-10-11T21:00:00+0100;70800.0;28800.0;8.597253417968773;0.0;2.1818697;25.439861;0.944062
2017-10-11T22:00:00+0100;66000.0;28000.0;8.694818115234398;0.0;1.7692635;14.452382;0.9472205
2017-10-11T23:00:00+0100;60800.0;26800.0;8.758843994140648;0.0;1.4288533;0.045504265;0.94818157
2017-10-12T00:00:00+0100;60800.0;28800.0;8.726373291015648;0.0;0.9967221;6.424511;0.94918877
2017-10-12T01:00:00+0100;58400.0;28400.0;8.762445068359398;0.0;0.81502897;36.069298;0.94298583
2017-10-12T02:00:00+0100;52800.0;28800.0;8.798516845703148;0.0;0.6387218;22.805529;0.9485783
2017-10-12T03:00:00+0100;71200.0;37200.0;8.813470458984398;1.4112846693750372e-14;1.172463;41.703377;0.94722
2017-10-12T04:00:00+0100;65600.0;35600.0;8.814599609375023;-4.2342483685953174e-14;1.3779925;336.6471;0.92747545
2017-10-12T05:00:00+0100;80800.0;48800.0;8.816094970703148;0.0;1.4922954;294.86182;0.9241184
2017-10-12T06:00:00+0100;113600.0;65600.0;8.645715332031273;0.0044444444444444;2.0353894;338.09274;0.8990177
2017-10-12T07:00:00+0100;215600.0;119600.0;8.393518066406273;1.9244444444444444;2.6264727;336.86627;0.85057074
2017-10-12T08:00:00+0100;234400.0;120400.0;8.159661865234398;3.7777777777777777;2.9236627;330.8238;0.8557589
2017-10-12T09:00:00+0100;216800.0;102800.0;8.528955078125023;51.082621527777775;1.6237574;303.97388;0.86143523
2017-10-12T10:00:00+0100;204000.0;88000.0;9.434869384765648;178.55458333333334;1.9724408;286.99527;0.81958795
2017-10-12T11:00:00+0100;201200.0;93200.0;10.237298583984398;336.0736111111111;2.3498282;296.05298;0.7875445
2017-10-12T12:00:00+0100;156400.0;58400.0;11.123803710937525;346.01375;3.404291;297.19543;0.7490919
2017-10-12T13:00:00+0100;116400.0;30400.0;12.093713378906273;311.4788888888889;2.7475104;300.04218;0.7354349
2017-10-12T14:00:00+0100;95200.0;19200.0;12.090020751953148;243.38319444444448;3.4947953;307.2782;0.69408345
2017-10-12T15:00:00+0100;89200.0;19200.0;12.496820068359398;151.29805555555555;3.1815157;304.911;0.6817393
2017-10-12T16:00:00+0100;91200.0;23200.0;12.541650390625025;53.15680555555556;2.3134532;304.74323;0.69545716
2017-10-12T17:00:00+0100;92400.0;26400.0;11.333367919921898;0.7915277777777778;2.1300774;313.4229;0.7200397
2017-10-12T18:00:00+0100;96400.0;28400.0;9.649285888671898;0.0;2.1615036;318.92307;0.7516714
2017-10-12T19:00:00+0100;99600.0;29600.0;8.617150878906273;0.0;2.2901113;321.3525;0.765412
2017-10-12T20:00:00+0100;92000.0;32000.0;7.986260986328148;0.0;2.6179674;323.1971;0.75266343
2017-10-12T21:00:00+0100;74400.0;30400.0;7.231286621093773;0.0;3.1584573;330.34634;0.7185449
2017-10-12T22:00:00+0100;62000.0;32000.0;6.690667724609398;0.0;3.1844068;328.20367;0.7333917
2017-10-12T23:00:00+0100;62400.0;32400.0;6.448022460937523;0.0;3.4362817;326.2528;0.74569774
2017-10-13T00:00:00+0100;65200.0;33200.0;5.680139160156273;0.0;2.0625172;331.6086;0.75782084
2017-10-13T01:00:00+0100;64800.0;34800.0;5.285943603515648;0.0;1.5318992;232.80498;0.7590036
2017-10-13T02:00:00+0100;67200.0;33200.0;4.502465820312523;0.0;1.687418;254.67929;0.81314194
2017-10-13T03:00:00+0100;72800.0;42800.0;4.025445556640648;1.4115537442608663e-14;1.3212292;312.0434;0.78952885
2017-10-13T04:00:00+0100;71600.0;41600.0;3.7812133789062727;1.4113108829742298e-14;1.2403665;352.60373;0.78996325
2017-10-13T05:00:00+0100;101200.0;59200.0;3.3636108398437727;-5.6456575525665193e-14;0.6912121;124.85279;0.7830204
2017-10-13T06:00:00+0100;153200.0;97200.0;3.0630126953125227;0.0088888888888888;1.165048;351.5444;0.8465272
2017-10-13T07:00:00+0100;272000.0;174000.0;3.4279418945312727;37.60888888888889;1.4012;29.18266;0.78691137
