hour,ElImp
0,0.20450732739143718
1,0.20711894656790944
2,0.21083280466216153
3,0.2156439338966575
4,0.23130623138844658
5,0.28537218825619093
6,0.3732854398445988
7,0.4982684924372527
8,0.5544569508456482
9,0.5455722719657955
10,0.5112742253062651
11,0.5009540518286009
12,0.4821639129201048
13,0.45042930099064826
14,0.45212002151275177
15,0.44530164019207846
16,0.3612458370952439
17,0.2607144910141418
18,0.21818310955404463
19,0.21408674634179237
20,0.21228790919479726
21,0.2173019076046674
22,0.19922438167922
23,0.2038499880800159
