hour,ElImp
0,0.4693652628021031
1,0.46164710291434974
2,0.46852172194302705
3,0.46905223577121435
4,0.4768306926022617
5,0.4867309467711233
6,0.508761959363701
7,0.5690955879802616
8,0.6346485393546306
9,0.6390290571810959
10,0.6240896288880708
11,0.5985703647963968
12,0.5806707567854011
13,0.5686180246024415
14,0.5625491427814245
15,0.548098498291517
16,0.5302236008952204
17,0.5213376379664265
18,0.5142594777240949
19,0.5161644649723789
20,0.5088661953552511
21,0.49977489501649197
22,0.476622642563694
23,0.4729444566909074
