hour,ElImp
0,0.029628143300221198
1,0.029628143300221198
2,0.027043186275661373
3,0.028470433314143038
4,0.028763806804983135
5,0.03978651280505028
6,0.11891575389495629
7,0.37778519180313064
8,0.6173916446862877
9,0.6861844497529983
10,0.7115031790273199
11,0.6960541087062402
12,0.6989466947676941
13,0.6835868184786804
14,0.6681470531604121
15,0.6541942540843949
16,0.4898098216441055
17,0.22424844594498336
18,0.07717816385917566
19,0.05704400922857074
20,0.044717663128284575
21,0.04149896177663081
22,0.042382804730867286
23,0.043581776202530925
