hour,ElImp
0,0.28011601398799046
1,0.275948084274016
2,0.2804041034202283
3,0.2844412441580341
4,0.2987555735712468
5,0.33039951719333005
6,0.4215413508991144
7,0.5119832328803297
8,0.5717146610004719
9,0.5803599867467235
10,0.579796308806911
11,0.5673723128287608
12,0.5564533484879616
13,0.5424423371911693
14,0.527269851134432
15,0.5097888956806551
16,0.4684420779024156
17,0.43443240700616464
18,0.40651741724239326
19,0.38142227634103976
20,0.3522781275861068
21,0.3256681608871986
22,0.30376070803851235
23,0.2938243021115967
